,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
80,2023-01-28 23:26:49,esfandtv ,p1utofm,monkaw,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}"
81,2023-01-28 23:26:50,esfandtv ,macvane,its on drugs monkaw,0,monkaW,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.6124}"
82,2023-01-28 23:26:52,esfandtv ,fozenoh,grannynonny hmm im not sure. im only recently active frog sadge,0,Sadge,"{'neg': 0.358, 'neu': 0.48, 'pos': 0.162, 'compound': -0.5043}"
83,2023-01-28 23:26:57,esfandtv ,fozenoh,clickers monkaw,0,monkaW,"{'neg': 0.8, 'neu': 0.2, 'pos': 0.0, 'compound': -0.6124}"
84,2023-01-28 23:27:04,esfandtv ,thegummibearmassacre,monkaw,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}"
85,2023-01-28 23:27:05,esfandtv ,genisyys_,new mutation monkaw,0,monkaW,"{'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.6124}"
86,2023-01-28 23:27:15,esfandtv ,mahangm,lulw,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
87,2023-01-28 23:27:16,esfandtv ,netnomad,lul clearly not play tested,0,LUL play,"{'neg': 0.173, 'neu': 0.17, 'pos': 0.656, 'compound': 0.7693}"
88,2023-01-28 23:27:37,esfandtv ,netnomad,looked like a killer7 enemy glitching out there,0,like,"{'neg': 0.292, 'neu': 0.5, 'pos': 0.208, 'compound': -0.25}"
89,2023-01-28 23:27:40,esfandtv ,gizimoo86,game looks pretty good,0,good,"{'neg': 0.0, 'neu': 0.247, 'pos': 0.753, 'compound': 0.7269}"
90,2023-01-28 23:27:42,esfandtv ,wiiiie_dynamite,nah hes kidding,0,nah,"{'neg': 0.368, 'neu': 0.263, 'pos': 0.368, 'compound': 0.0}"
