Date,Channel,Username,Message,Tag_owner,Cleanest_message
2023-01-28 23:58:50,denims ,lockmeowt,you smell like Burger King Whopper,0,like
2023-01-28 23:58:55,denims ,choirboii,D: S word,0,D:
2023-01-28 23:58:58,denims ,d00dlebirb,@Xenaul YEP that's true!,0,yep
2023-01-28 23:58:58,denims ,obrigaah,@Xenaul YEP we coverd that,0,yep
2023-01-28 23:58:58,denims ,navak4seven,My family has never been oppressed nor my brown friends.It's all made up BS,0,ha
2023-01-28 23:58:58,denims ,definitelynotdusto,"YIKES ""it never happened to me so i spend 90% of my time defending oppressors, i love the taste of boots too""",0,love
2023-01-28 23:58:59,denims ,noot_ropic,@pkpokeman or just straight is too dumb to recognize it,0,straight dumb
2023-01-28 23:58:59,denims ,bluepumkin,"UH OH, denim's joke Kappa",0,joke Kappa
2023-01-28 23:58:59,denims ,dirtymerlin,Probably true tho,0,true
2023-01-28 23:59:00,denims ,kxo72,@NavAK4Seven maybe it did. maybe you're lying. you're fucking middle eastern and prolly muslim living in America. you're telling me not 1 situation you experienced even a little racism?,0,fuck
2023-01-28 23:59:04,denims ,rydahryot,@NavAK4Seven FUCK OFF|,0,fuck
2023-01-28 23:59:09,denims ,yungwarlock,me YEP,0,yep
2023-01-28 23:59:29,denims ,guadaloopz,"It used to be annoying before being a white mexican, i couldnt check latino and white together Madge",0,annoy
2023-01-28 23:59:30,denims ,gotham____,HYPERPOGGER new race just dropped,0,drop
2023-01-28 23:59:30,denims ,veggietableh,@NavAK4Seven all of it is made up BS? OMEGADANCE because of your single anecdote about you and your friends family? If we asked your friends would they agree?,0,friend
2023-01-28 23:59:30,denims ,47crucial,race is so stupid,0,stupid
2023-01-28 23:59:33,denims ,lilijil,@jamesdm :loudly_crying_face::loudly_crying_face: good luck controlling chat. i was just gonna poke at that chatter at most I hate when mfs try to debate,0,good luck hate
2023-01-28 23:59:37,denims ,mattygyptian,im egyptian and white on the census :(,0,:(
2023-01-28 23:59:37,denims ,spacedkev,"not fun when you're hispanic and have to check off ""white"" aslo",0,fun
2023-01-28 23:59:37,denims ,humansupriyo,Racism is made up @navak4seven  DID YOU JUST SAY THAT MF WHATTTTY,0,racism
2023-01-28 23:59:40,denims ,nemonal,guess I'll die,0,die
2023-01-28 23:59:40,denims ,oiled_pebbles,OMEGALUL,0,OMEGALUL
2023-01-28 23:59:43,denims ,thesparrow_gray,Nah you get the pass hasL,0,nah
2023-01-28 23:59:43,denims ,rock_licker_boi,WTF LOL,0,wif lol
2023-01-28 23:59:43,denims ,thelonelystoner90,It so hard for mexicans cause we are literally mixed with everything,0,hard
2023-01-28 23:59:44,denims ,funksupreme,YEP that's how that goes,0,yep
2023-01-28 23:59:48,denims ,definitelynotdusto,"When I worked at an Airport in Texas TSA made us watch a video about ""Reporting Suspicious Activity"" and it was just b-rolls of muslim ppl LUL",0,LUL
2023-01-28 23:59:50,denims ,selenemalis,the concept of race the way the USA does it is so fucking weird,0,fuck weird
2023-01-28 23:59:51,denims ,satchmobronson,@AfroBlaxicano lmao,0,lao
2023-01-28 23:59:52,denims ,herotoxiko,block that whisper you wer just sent chatter pals,0,block
2023-01-28 23:59:55,denims ,chrig666,@spacedkev i dont check off white on any fucking form idgaf,0,fuck
2023-01-28 23:59:56,denims ,jeemstate,NavAK4Seven go back to the middle east now that you've dropped islam please.,0,drop
2023-01-28 23:59:57,denims ,thandrea_20,"Congrats on coming out as white Denims, you're so brave FeelsStrongMan",0,brave
